Unnamed: 0,ADX,VOLBREAK,TREND,RANGE,RANGEST,CORRECTION,BREAKOUT,REVERSAL1,REVERSAL2
2000-03-16,0.0,0.0,0.0,0.0,-35.801972338621354,0.0,0.0,0.0,0.0
2000-03-17,0.0,0.0,0.0,0.0,-157.52867828992552,0.0,0.0,0.0,0.0
2000-03-20,0.0,0.0,0.0,0.0,-169.46266906947162,0.0,0.0,0.0,0.0
2000-03-21,0.0,0.0,0.0,0.0,88.31153176860218,0.0,0.0,0.0,0.0
2000-03-22,0.0,0.0,0.0,0.0,102.63232070404224,0.0,0.0,0.0,0.0
2000-03-23,0.0,0.0,0.0,0.0,121.72670595131262,0.0,0.0,0.0,0.0
2000-03-24,0.0,0.0,0.0,0.0,-33.41517418271892,0.0,0.0,0.0,0.0
2000-03-27,0.0,0.0,0.0,0.0,181.39665984900924,0.0,0.0,0.0,0.0
2000-03-28,0.0,0.0,0.0,0.0,78.764339144967,0.0,0.0,0.0,0.0
2000-03-29,0.0,0.0,0.0,0.0,-150.36828382220125,0.0,0.0,0.0,0.0
2000-03-30,0.0,0.0,0.0,0.0,-83.53793545678035,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0,0.0,171.84946722537404,0.0,0.0,0.0,0.0
2000-04-03,0.0,0.0,0.0,0.0,-136.58377463847367,0.0,0.0,0.0,0.0
2000-04-04,0.0,0.0,0.0,0.0,-411.9798812067036,0.0,0.0,0.0,0.0
2000-04-05,0.0,0.0,0.0,0.0,313.11325915957417,0.0,0.0,0.0,0.0
2000-04-06,0.0,0.0,0.0,0.0,149.26446056238075,0.0,0.0,0.0,0.0
2000-04-07,0.0,0.0,0.0,0.0,-69.36972757884195,0.0,0.0,0.0,0.0
2000-04-10,0.0,0.0,0.0,0.0,-141.67757922765915,0.0,0.0,0.0,0.0
2000-04-11,0.0,0.0,0.0,0.0,-17.742055325027195,0.0,0.0,0.0,0.0
2000-04-12,0.0,0.0,0.0,0.0,498.6640058118763,0.0,0.0,0.0,0.0
2000-04-13,0.0,0.0,0.0,0.0,186.21186917651048,0.0,0.0,0.0,0.0
2000-04-14,0.0,0.0,0.0,0.0,-130.1296337311326,0.0,0.0,0.0,0.0
2000-04-17,0.0,0.0,0.0,0.0,457.78444647811307,0.0,0.0,0.0,0.0
2000-04-18,0.0,0.0,0.0,0.0,-29.34431341078337,0.0,0.0,0.0,0.0
2000-04-19,0.0,0.0,0.0,0.0,424.96455408853,0.0,0.0,0.0,0.0
2000-04-20,0.0,0.0,0.0,0.0,-67.18982306966724,0.0,0.0,0.0,0.0
2000-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-24,-15.459283096808582,0.0,0.0,0.0,112.99321690938248,0.0,0.0,0.0,0.0
2000-04-25,-133.07550345798552,0.0,0.0,0.0,-164.40012451124196,0.0,0.0,0.0,0.0
2000-04-26,198.9717409668945,0.0,0.0,0.0,-157.63964633175272,0.0,0.0,0.0,0.0
2000-04-27,518.9067636171949,0.0,0.0,0.0,36.40995370528687,0.0,0.0,0.0,0.0
2000-04-28,-103.17476466065438,0.0,0.0,0.0,159.19769846902943,0.0,0.0,0.0,0.0
2000-05-01,-83.19737064779717,0.0,0.0,0.0,200.73955175869875,0.0,0.0,0.0,0.0
2000-05-02,81.7570407090445,0.0,0.0,0.0,178.83188148850925,0.0,0.0,0.0,0.0
2000-05-03,616.0477262413679,0.0,0.0,0.0,-368.4372750441405,0.0,0.0,0.0,0.0
2000-05-04,-116.9239448399614,0.0,0.0,0.0,-4.497347638946238,0.0,0.0,0.0,0.0
2000-05-05,-166.6528518545053,0.0,0.0,0.0,-273.075145417964,0.0,0.0,0.0,0.0
2000-05-08,-26.74848954972167,0.0,0.0,0.0,543.3913184022409,0.0,0.0,0.0,0.0
2000-05-09,-131.84920527936396,0.0,0.0,0.0,187.4821444990626,0.0,0.0,0.0,0.0
2000-05-10,-91.5253621409612,0.0,0.0,0.0,484.9765973901722,0.0,0.0,0.0,0.0
2000-05-11,254.93547177680043,0.0,0.0,0.0,433.8205393141228,0.0,0.0,0.0,0.0
2000-05-12,96.63996002251837,0.0,0.0,0.0,-36.94740861412478,0.0,0.0,0.0,0.0
2000-05-15,-44.84667361926161,0.0,0.0,0.0,136.75140185833567,0.0,0.0,0.0,0.0
2000-05-16,132.46281384084654,0.0,0.0,0.0,88.47681239964453,0.0,0.0,0.0,0.0
2000-05-17,261.29682909915,0.0,0.0,0.0,620.4161109102594,0.0,-42.4020173908583,0.0,0.0
2000-05-18,457.11107252525545,0.0,0.0,0.0,268.2888495326124,0.0,351.8839617498504,0.0,0.0
2000-05-19,229.1427545407704,0.0,0.0,0.0,188.43221526967133,0.0,-38.38734128180451,0.0,0.0
2000-05-22,907.48396688027,0.0,0.0,0.0,-435.6132271085922,0.0,223.92615747718085,0.0,0.0
2000-05-23,210.42932451871457,0.0,0.0,0.0,79.53642971098911,0.0,-191.9367064090044,0.0,0.0
2000-05-24,-295.6375302853765,0.0,0.0,0.0,875.2672301152701,0.0,211.13037704990663,0.0,0.0
2000-05-25,-407.9628649625165,0.0,0.0,0.0,468.8203362128747,0.0,-76.77468256359083,0.0,0.0
2000-05-26,-84.43095446365555,0.0,0.0,0.0,-137.47035126681993,0.0,153.54936512719985,0.0,0.0
2000-05-29,47.90239127143015,0.0,0.0,0.0,0.0,0.0,76.77468256360902,0.0,0.0
2000-05-30,-196.529201769404,0.0,0.0,0.0,254.8083347576336,0.0,-121.55991405904156,0.0,0.0
2000-05-31,-407.1077241808949,0.0,0.0,0.0,-214.261679549352,0.0,223.92615747718085,0.0,0.0
2000-06-01,64.47079617811326,0.0,0.0,0.0,-364.9153973228868,0.0,-108.76413363176732,0.0,0.0
2000-06-02,-793.9495244373294,0.0,0.0,0.0,-97.05889181574784,0.0,-185.5388161953763,0.0,0.0
2000-06-05,0.0,0.0,0.0,0.0,765.6097107007155,0.0,-409.46497367257535,0.0,0.0
2000-06-06,0.0,0.0,0.0,0.0,-189.99143883864477,0.0,70.376792349981,0.0,0.0
2000-06-07,0.0,0.0,0.0,0.0,-870.3676233247113,0.0,147.15147491357183,0.0,0.0
2000-06-08,0.0,0.0,0.0,0.0,384.3981707165508,0.0,57.581011922706764,0.0,0.0
2000-06-09,0.0,0.0,0.0,0.0,69.65867582526072,0.0,236.72193790445507,0.0,0.0
2000-06-12,0.0,0.0,0.0,0.0,440.4977914622352,0.0,-57.581011922706764,0.0,0.0
2000-06-13,0.0,0.0,0.0,0.0,-73.25909385111417,0.0,172.7430357681021,0.0,0.0
2000-06-14,0.0,0.0,0.0,0.0,230.07721872929068,0.0,-38.38734128178633,0.0,0.0
2000-06-15,0.0,0.0,0.0,0.0,438.4762426598648,0.0,159.94725534084606,0.0,0.0
2000-06-16,0.0,0.0,0.0,0.0,-244.16733179158305,0.0,172.7430357681021,0.0,0.0
2000-06-19,0.0,0.0,0.0,0.0,-938.5833957783892,0.0,57.581011922706764,0.0,0.0
2000-06-20,0.0,0.0,0.0,0.0,354.09758558393327,0.0,-76.77468256360902,0.0,0.0
2000-06-21,0.0,0.0,0.0,0.0,1068.5634422976725,0.0,-204.7324868362786,0.0,0.0
2000-06-22,0.0,0.0,0.0,0.0,565.7201483488058,0.0,0.0,0.0,0.0
2000-06-23,0.0,0.0,0.0,0.0,-235.94210960610732,0.0,108.76413363176732,0.0,0.0
2000-06-26,0.0,0.0,0.0,-7.936785474108942,123.41004610780745,0.0,-217.52826726353464,0.0,0.0
2000-06-27,0.0,0.0,0.0,26.8997982515154,236.2284960190016,0.0,-76.77468256360902,0.0,0.0
2000-06-28,0.0,0.0,0.0,80.69939475453472,-119.56816965292616,0.0,102.3662434181393,0.0,0.0
2000-06-29,0.0,0.0,0.0,118.35911230665704,189.5596478418688,0.0,-95.96835320451127,0.0,0.0
2000-06-30,0.0,0.0,0.0,379.2871553463377,-195.0366787016273,0.0,0.0,0.0,0.0
2000-07-03,0.0,0.0,0.0,0.0,0.0,0.0,-70.376792349981,0.0,0.0
2000-07-04,0.0,0.0,0.0,0.0,0.0,0.0,134.35569448631577,0.0,0.0
2000-07-05,0.0,0.0,0.0,-8.069939475454238,-180.4610793832793,0.0,-140.7535846999438,0.0,0.0
2000-07-06,0.0,0.0,0.0,126.4290517821113,-197.31102163399996,0.0,185.5388161953763,0.0,0.0
2000-07-07,0.0,0.0,0.0,-381.97713517148657,319.27642637325096,0.0,-121.55991405904156,0.0,0.0
2000-07-10,0.0,0.0,0.0,8.069939475454238,-184.95437204316943,0.0,-51.18312170906056,0.0,0.0
2000-07-11,0.0,0.0,0.0,-16.139878950908475,259.5653397831837,0.0,-70.376792349981,0.0,0.0
2000-07-12,0.0,0.0,0.0,-102.21923335574856,-241.9902543948373,0.0,-89.57046299086507,0.0,0.0
2000-07-13,0.0,0.0,0.0,-290.5178211163411,309.7890062966844,0.0,511.8312170906965,0.0,0.0
2000-07-14,0.0,0.0,0.0,-69.93947545393544,-143.0848836584868,0.0,-6.397890213628023,0.0,0.0
2000-07-17,0.0,0.0,0.0,-806.9939475453932,-349.1763595921491,0.0,70.376792349981,0.0,0.0
2000-07-18,0.0,0.0,0.0,-120.91593813046062,147.45348925823006,0.0,95.96835320449308,0.0,0.0
2000-07-19,0.0,0.0,0.0,0.0,-81.9214953492278,0.0,-63.97890213633479,0.0,0.0
2000-07-20,0.0,0.0,0.0,0.0,-136.3825979142614,0.0,0.0,0.0,0.0
2000-07-21,0.0,0.0,0.0,0.0,-52.44120610857891,0.0,51.18312170907875,0.0,0.0
2000-07-24,0.0,0.0,0.0,0.0,-268.98953942306457,0.0,-76.77468256360902,0.0,0.0
2000-07-25,0.0,0.0,0.0,0.0,-202.49670123443252,0.0,-121.55991405904156,0.0,0.0
2000-07-26,0.0,0.0,0.0,0.0,301.03241424793765,0.0,39.59521952540584,0.0,0.0
2000-07-27,0.0,0.0,0.0,0.0,68.79782011073596,0.0,191.9367064090044,0.0,0.0
2000-07-28,0.0,0.0,0.0,0.0,16.463586794301932,0.0,-48.76736522189972,0.0,0.0
2000-07-31,0.0,0.0,0.0,0.0,-307.5914423482432,0.0,-49.97524346544418,0.0,0.0
2000-08-01,0.0,0.0,0.0,0.0,363.5904509191285,0.0,-76.17074344182768,0.0,0.0
2000-08-02,0.0,0.0,0.0,0.0,382.5092355278815,0.0,38.38734128180451,0.0,0.0
2000-08-03,0.0,0.0,0.0,0.0,200.6625526595828,0.0,163.92938906729506,0.0,0.0
2000-08-04,0.0,0.0,0.0,0.0,456.1366628876219,0.0,133.75175536453446,0.0,0.0
2000-08-07,0.0,0.0,0.0,0.0,-347.44186254186616,0.0,-38.38734128180451,0.0,0.0
2000-08-08,0.0,0.0,0.0,0.0,318.5398313815835,0.0,-108.16019450998598,0.0,0.0
2000-08-09,0.0,0.0,0.0,0.0,387.7811577214722,0.0,-3.623634730795402,0.0,0.0
2000-08-10,0.0,0.0,0.0,0.0,268.131191603544,0.0,-127.95780427266958,0.0,0.0
2000-08-11,0.0,0.0,0.0,0.0,-96.7316354552048,0.0,52.99493907445824,0.0,0.0
2000-08-14,0.0,0.0,0.0,0.0,82.88376100175017,0.0,-208.11068144091075,0.0,0.0
2000-08-15,0.0,0.0,0.0,0.0,-81.76817253927628,0.0,-115.76596296724856,0.0,0.0
2000-08-16,0.0,0.0,0.0,0.0,249.4927118271341,0.0,-196.5227792572529,0.0,0.0
2000-08-17,0.0,0.0,0.0,0.0,127.6083272459483,0.0,272.6935226990806,0.0,0.0
2000-08-18,0.0,0.0,0.0,0.0,224.6222066109676,0.0,60.95920652733891,0.0,0.0
2000-08-21,0.0,0.0,0.0,0.0,500.6695059526276,0.0,-82.56863365545571,0.0,0.0
2000-08-22,0.0,0.0,-10.387397921424965,0.0,-350.01063851687866,0.0,-204.7324868362968,0.0,0.0
2000-08-23,0.0,0.0,345.3005684262385,0.0,698.0947206092585,0.0,-250.59679743481152,0.0,0.0
2000-08-24,0.0,0.0,-89.87275068628219,0.0,-283.1997950103562,0.0,122.04256665440649,0.0,0.0
2000-08-25,0.0,0.0,-113.52347455109052,0.0,166.9401390823028,0.0,-151.13360864003903,0.0,0.0
2000-08-28,-76.72296470281408,0.0,80.41246114035623,0.0,383.3868836746688,0.0,-182.53956366220368,0.0,0.0
2000-08-29,-47.301430977446046,0.0,297.99912069661656,0.0,-170.31327838659502,0.0,-394.8692177358608,0.0,0.0
2000-08-30,-11.924610241992184,0.0,-160.82492228071246,0.0,551.4810802776262,0.0,55.168122508750784,0.0,0.0
2000-08-31,225.14284697304876,0.0,231.7770938751453,0.0,-159.02614815143568,0.0,342.016008263696,0.0,0.0
2000-09-01,-60.564130360819206,0.0,-160.82492228071246,0.0,67.81687264723337,0.0,435.31705714540726,0.0,0.0
2000-09-04,40.5681198825924,0.0,75.68231636739456,0.0,0.0,0.0,-37.78340216002318,0.0,0.0
2000-09-05,347.2431492723626,0.0,104.06318500516716,0.0,247.37529720031577,0.0,8.692360174390652,0.0,0.0
2000-09-06,300.4718040069881,0.0,80.41246114035884,0.0,580.803333306073,0.0,41.14688783536741,0.0,0.0
2000-09-07,-540.9901070304694,0.0,321.64984456142747,0.0,398.0761503393981,0.0,9.041884387328013,0.0,0.0
2000-09-08,497.8051125070567,0.0,-37.84115818369859,0.0,-844.3567736212481,0.0,-139.77681121612514,0.0,0.0
2000-09-11,253.37152778303977,0.0,-520.3159250258385,0.0,922.4047877006624,0.0,-83.90964028144595,0.0,0.0
2000-09-12,575.124763531137,0.0,184.4756461455234,0.0,-383.4334703505712,0.0,-37.78340216002318,0.0,0.0
2000-09-13,-289.01825190667944,0.0,203.3962252373753,0.0,-174.9344053473099,0.0,295.8897701422195,0.0,0.0
2000-09-14,159.82359644911253,0.0,18.92057909184929,0.0,-36.302692811058336,0.0,-51.80463683340653,0.0,0.0
2000-09-15,450.3029004497336,0.0,212.85651478329865,0.0,446.1614627089467,0.0,-168.16880477582924,0.0,0.0
2000-09-18,1585.0024640323131,0.0,316.91969978846583,0.0,117.89375569710992,0.0,90.28708741925072,0.0,0.0
2000-09-19,1306.033113276483,0.0,-241.23738342107129,0.0,-32.681815489159874,0.0,203.28776968638292,0.0,0.0
2000-09-20,625.2969505660245,0.0,331.1101341073535,0.0,234.8192086662017,0.0,-168.16880477588293,0.0,0.0
2000-09-21,-715.1413185486878,0.0,-94.60289545924384,0.0,-252.0569823880889,0.0,162.49040606389917,0.0,0.0
2000-09-22,-2816.563276095036,0.0,-70.95217159443288,0.0,-660.5053879256488,0.0,197.25984676146172,0.0,0.0
2000-09-25,309.5036454120087,0.0,-61.49188204850955,0.0,-64.23844801351186,0.0,-229.7143744224385,0.0,0.0
2000-09-26,-452.3959839089932,0.0,-80.41246114035623,0.0,-245.0104134806114,0.0,290.2113714302357,0.0,0.0
2000-09-27,112.70982139474218,0.0,-118.25361932405482,0.0,-125.21529910373997,0.0,40.79736362248375,0.0,0.0
2000-09-28,139.96243350723978,0.0,368.9512922910494,0.0,-505.7869466033147,0.0,113.35020648001584,0.0,0.0
2000-09-29,-61.11704808926758,0.0,70.95217159443288,0.0,242.04713691703972,0.0,165.50436752635974,0.0,0.0
2000-10-02,158.2408355187001,0.0,70.95217159443288,0.0,-6.3988894078098895,0.0,-17.384720348781304,0.0,0.0
2000-10-03,-197.81466442138048,0.0,127.71390886998076,0.0,-0.1978682819296748,0.0,-240.7216476334687,0.0,0.0
2000-10-04,-497.3832352052631,0.0,-94.60289545924384,0.0,91.96363561265063,0.0,-107.3222835550947,0.0,0.0
2000-10-05,300.99661588905536,0.0,231.7770938751453,0.0,-12.15072878780191,0.0,205.9522069358524,0.0,0.0
2000-10-06,329.20667254128114,0.0,-37.84115818369596,0.0,-110.97265887850742,0.0,92.6020004558366,0.0,0.0
2000-10-09,118.82316195108024,0.0,-477.7446220691809,0.0,178.8113759239494,0.0,75.56680432004636,0.0,0.0
2000-10-10,386.770645542866,0.0,302.72926546957825,0.0,-162.98497860078703,0.0,-26.42660473610931,0.0,0.0
2000-10-11,774.1722612672942,0.0,4.730144772964293,0.0,632.0786097442854,0.0,238.0572103838918,0.0,0.0
2000-10-12,1371.1568927448145,0.0,306.650505380012,0.0,22.363317378914985,0.0,217.30900435976628,0.0,0.0
2000-10-13,125.67844356902862,0.0,-91.3646787006427,0.0,2.1897345362911977,0.0,56.44864840736988,0.0,0.0
2000-10-16,1207.2615990856648,0.0,171.58049853008328,0.0,-685.2940357036041,0.0,-297.78537663498594,0.0,0.0
2000-10-17,-492.3401904466702,0.0,159.92291819910406,0.0,175.5132859584259,0.0,204.96241977362004,0.0,0.0
2000-10-18,903.6175354166404,0.0,48.79337574397265,0.0,-142.26927583693055,0.0,288.4947374271292,0.0,0.0
2000-10-19,-772.5258795597397,0.0,-472.2513951065326,0.0,73.46981037927259,-20.646078308464293,-16.59908803131412,0.0,0.0
2000-10-20,-376.9685601048113,0.0,-5.042224921832997,0.0,124.51430878563136,-334.00142541677343,207.04537955044128,0.0,0.0
2000-10-23,358.71504303893914,0.0,61.29524073759131,-26.974085365853885,208.4346755350139,-250.8811943869255,287.6503196331227,0.0,0.0
2000-10-24,80.01674295075868,0.0,-226.46876669643584,152.4390243902452,-650.8328146064907,-2002.616855761976,106.5534527984048,0.0,0.0
2000-10-25,651.3155939833734,0.0,291.3955068144621,-106.70731707316988,8.725125519686117,1187.6085834096334,-144.7561615021805,0.0,0.0
2000-10-26,-12.266110057346054,0.0,-119.22508435163653,106.70731707316988,191.25359854917872,863.8895039361728,-444.7866688429371,0.0,0.0
2000-10-27,-360.07186002980376,0.0,-21.18733082286874,-106.70731707316988,-297.0094935014757,-1019.3725013708564,-330.8787483065633,0.0,0.0
2000-10-30,-162.26583218903772,0.0,91.36467870063292,15.243902439027984,128.71572324090505,-65.75605600022732,126.59875946884782,0.0,0.0
2000-10-31,-501.1376144141786,0.0,361.1101111244342,121.95121951219788,97.73533141702303,-1200.2544674112803,-209.02945161233407,0.0,0.0
2000-11-01,363.653491892662,0.0,-737.8566066901119,-76.2195121951226,48.962021712928674,213.852684024491,243.1306391427128,0.0,0.0
2000-11-02,-256.73875147933234,0.0,-39.00926452219591,-259.14634146342377,462.7957921342034,-899.4103619891991,518.1506378777013,0.0,0.0
2000-11-03,29.403466516448987,0.0,-608.6848509516326,121.95121951219788,-182.43811255066356,-409.427230228387,-348.3346699249211,0.0,0.0
2000-11-06,-153.1445356374289,0.0,47.30144772962192,98.21096670820636,-105.1984592522826,26.060595341223262,-47.17283318131244,0.0,0.0
2000-11-07,163.88397657628684,0.0,-81.5775836813546,-522.8621446798377,383.39365155707895,-379.5925232399502,-35.60143496654376,0.0,0.0
2000-11-08,437.9216460635666,0.0,316.13484226494927,-226.4257314106065,-136.4255160001523,698.0077430192176,16.028272107878863,-37.82192326861366,0.0
2000-11-09,339.091809933796,0.0,-124.542153216602,-274.14545130852724,206.69675220438384,1083.25003043914,406.359056904377,18.21251325707633,0.0
2000-11-10,-303.08930074483106,0.0,-172.55347448376108,-64.6029909204162,33.05716120196705,1233.2264203216594,274.38537248958,0.0,0.0
2000-11-13,106.01577068907103,0.0,144.02768017519563,325.04005696990663,18.05213015927613,1290.1950826428445,837.5271878598087,0.0,0.0
2000-11-14,44.86620460920726,0.0,-131.7807251402636,585.4771230194112,154.09889541808388,-2017.358273471772,109.08506390655135,0.0,0.0
2000-11-15,311.95357161889734,0.0,-75.68231636739456,46.0803513144647,122.68875857269528,-344.712335413987,496.5890249213836,0.0,0.0
2000-11-16,183.7592591223227,0.0,-215.8738651155224,75.87086819773319,-168.80816404691552,897.277420461983,431.5638253170149,0.0,0.0
2000-11-17,-269.1798607833302,0.0,376.2824965652184,492.47819120526685,258.80598091046994,970.3643173500044,113.88936473193344,0.0,0.0
2000-11-20,-11.754031197498444,0.0,-767.3963600622112,536.2218859414938,85.19359067673057,1317.3927925589962,185.38550188854904,0.0,0.0
2000-11-21,-221.34020998336948,0.0,189.20579091848768,-495.6530769687341,-29.01844303374796,-191.8526800258149,57.849576922215135,0.0,0.0
2000-11-22,-832.5006509270759,0.0,-473.0144772962193,325.04005696991806,22.478717931832463,1636.702979870491,428.02719565881387,0.0,0.0
2000-11-23,111.39301385461113,0.0,56.76173727554789,0.0,7.750018717275404,-498.5458705423606,24.01092230707434,-47.97021318149071,0.0
2000-11-24,246.44149225453796,0.0,18.92057909184929,501.2684707139039,-31.000074869103,-1213.863096174244,28.305936776063945,633.7381455105402,0.0
2000-11-27,-7.976097291108816,0.0,-288.53883115069584,79.49824936205758,33.648132791063965,-555.9099334888342,-212.7006931880793,0.0,0.0
2000-11-28,-42.73133857532672,0.0,113.52347455109314,431.0500860483064,-75.56935645584926,1345.2464425233045,316.74752543054024,0.0,0.0
2000-11-29,80.73571279023865,0.0,-23.65072386481096,-85.25458429766687,349.35235096402334,-135.38399268202244,797.8417997919416,0.0,0.0
2000-11-30,100.2305103742586,0.0,-378.41158183697536,15.94119043380087,-223.95645312060103,1256.269867309522,1156.0842867997223,0.0,0.0
2000-12-01,-29.734806852637146,0.0,-270.5453604343455,231.5886297549106,-83.82575729518089,-1134.094482965245,-336.4135318940379,0.0,0.0
2000-12-04,-90.82898702325843,0.0,0.0,248.7166933713192,-171.61701117397615,1161.014682467221,15.825783337438196,0.0,0.0
2000-12-05,231.82039406651575,0.0,0.0,-175.18248175182356,-286.9315479825821,-1992.3243960539655,711.5691225466371,0.0,0.0
2000-12-06,165.21316898772088,0.0,0.0,325.6334935612118,-213.06541203766176,559.9916488347809,451.6947575647896,0.0,0.0
2000-12-07,-294.5391407024697,0.0,0.0,86.89395288113435,159.4175153912483,-118.117206846586,826.7563418457505,0.0,0.0
2000-12-08,-91.46833253541983,0.0,0.0,214.1119221411186,-104.0642114359541,-81.82311677888103,-512.465979452512,0.0,0.0
2000-12-11,229.210606648012,0.0,0.0,302.6452436057291,137.27619380913063,-1925.3508862397116,-382.10835145132125,0.0,0.0
2000-12-12,-5.366309872590588,0.0,0.0,201.10082487686333,121.77726870164724,100.27376211041228,46.54520936026029,0.0,0.0
2000-12-13,-13.489142199282394,0.0,0.0,-119.36977034004722,-208.12842287190568,513.6497821288849,120.34839471629982,0.0,0.0
2000-12-14,-5.366309872590588,0.0,0.0,-328.56358673075465,174.6838417967496,1459.4307907699,522.1169003240472,0.0,0.0
2000-12-15,-29.734806852651573,0.0,0.0,159.58993531541483,-13.569317136858784,2155.580632402646,156.21184664092866,0.0,0.0
2000-12-18,284.4458664694498,0.0,0.0,367.8416711174419,-118.06893867926522,-156.77241216640112,26.93810807510669,0.0,0.0
2000-12-19,43.37068408750253,0.0,0.0,-311.6803157082706,-49.0798864015996,286.7218303034091,-116.38056209707162,0.0,0.0
2000-12-20,83.98484572090383,0.0,-13.475946726624064,436.5616283900113,-218.5090161936133,2819.516650757284,1217.0613534068066,0.0,0.0
2000-12-21,-62.22613615937551,-17.16077873838101,133.58266757569228,-107.6493976618645,177.52375539671493,709.2308768118426,691.0652695069736,0.0,0.0
