,SP_Sentiment,price
2010-05-18,0.4145090082897435,906.2499999999995
2010-05-19,0.2756565323354124,897.4999999999995
2010-05-20,0.32801344022067364,857.4999999999995
2010-05-21,0.2999467607097382,871.9999999999995
2010-05-24,0.2974814478708139,858.4999999999995
2010-05-25,0.2974814478708139,860.4999999999995
2010-05-26,0.24235725907610262,848.7499999999995
2010-05-27,0.05224060988841526,888.4999999999995
2010-05-28,0.05452503776801285,875.9999999999995
2010-05-31,0.05452503776801285,875.9999999999995
2010-06-01,0.05224060988841526,856.9999999999995
2010-06-02,0.04636389673773019,884.2499999999995
2010-06-03,0.1395198653430191,890.9999999999995
2010-06-04,0.1423254949991917,853.4999999999995
2010-06-07,0.15774742633899574,835.4999999999995
2010-06-08,0.1563567555077353,846.7499999999995
2010-06-09,0.1529406720352388,842.9999999999995
2010-06-10,0.08391660471997435,871.2499999999995
2010-06-11,0.08121650722425895,876.7499999999995
2010-06-14,0.08511718437460906,877.9999999999995
2010-06-15,0.09257543735353191,900.9999999999995
2010-06-16,0.08993936411265248,901.4999999999995
2010-06-17,0.31123495138818374,903.7499999999995
2010-06-18,0.33961809874302146,902.2499999999995
2010-06-21,0.3596144252276618,902.4999999999995
2010-06-22,0.35872062673406124,882.4999999999995
2010-06-23,0.3875758302967272,879.4999999999995
2010-06-24,0.2732868028752954,862.4999999999995
2010-06-25,0.2659058913947456,866.7499999999995
2010-06-28,0.25724515744731663,862.9999999999995
2010-06-29,0.23959003150666505,827.2499999999995
2010-06-30,0.24478848659941835,818.4999999999995
2010-07-01,0.09183103237328788,813.7499999999995
2010-07-02,0.0915549948878413,806.2499999999995
2010-07-05,0.0915549948878413,806.2499999999995
2010-07-06,0.09068382676134307,816.2499999999995
2010-07-07,0.1239158530363164,851.2499999999995
2010-07-08,0.11927985470787063,858.9999999999995
2010-07-09,0.12434562494439481,864.4999999999995
2010-07-12,0.13732389409344353,868.4999999999995
2010-07-13,0.1385955069658505,881.7499999999995
2010-07-14,0.16083360043753628,882.9999999999995
2010-07-15,0.3163232250117151,882.4999999999995
2010-07-16,0.30939092835130627,854.9999999999995
2010-07-19,0.3189808723580993,855.7499999999995
2010-07-20,0.3157713662316907,871.9999999999995
2010-07-21,0.31643702742687024,855.9999999999995
2010-07-22,0.22108116144615217,879.7499999999995
2010-07-23,0.2311565269393141,892.4999999999995
2010-07-26,0.235117479703948,901.4999999999995
2010-07-27,0.24665911790960862,902.9999999999995
2010-07-28,0.2658693766118043,893.9999999999995
2010-07-29,0.42954534906897224,888.9999999999995
2010-07-30,0.45776754385802637,890.2499999999995
2010-08-02,0.4642823115484125,913.7499999999995
2010-08-03,0.472974466151423,910.2499999999995
2010-08-04,0.4815086564251468,916.4999999999995
2010-08-05,0.334804152967394,915.4999999999995
2010-08-06,0.34457539261708,911.4999999999995
2010-08-09,0.3515632108374535,917.4999999999995
2010-08-10,0.343461306343215,911.7499999999995
2010-08-11,0.3811512227412874,876.9999999999995
2010-08-12,0.5664627978755769,871.2499999999995
2010-08-13,0.5891561182621842,867.9999999999995
2010-08-16,0.5601121999351499,868.9999999999995
2010-08-17,0.5441439972955054,880.9999999999995
2010-08-18,0.5543193846886418,878.7499999999995
2010-08-19,0.3283664455805561,863.2499999999995
2010-08-20,0.32033617132681763,862.2499999999995
2010-08-23,0.33582999370802763,857.4999999999995
2010-08-24,0.32204405082707344,841.7499999999995
2010-08-25,0.337630177893524,846.4999999999995
2010-08-26,0.3215634597109748,836.7499999999995
2010-08-27,0.3310190822293136,855.7499999999995
2010-08-30,0.33453740188859826,836.9999999999995
2010-08-31,0.3219580109002552,840.2499999999995
2010-09-01,0.3334818809940308,873.7499999999995
2010-09-02,0.38728903041915674,881.4999999999995
2010-09-03,0.3974788937262846,895.4999999999995
2010-09-06,0.3974788937262846,895.4999999999995
2010-09-07,0.40126895173414173,883.2499999999995
2010-09-08,0.36884796482262755,891.2499999999995
2010-09-09,0.6183682806099116,894.4999999999995
2010-09-10,0.6130336734823105,901.7499999999995
2010-09-13,0.6284457177192393,913.2499999999995
2010-09-14,0.6401036739787535,912.7499999999995
2010-09-15,0.6443851481665033,917.7499999999995
2010-09-16,0.708416327688925,919.4999999999995
2010-09-17,0.722255887452867,916.7499999999995
2010-09-20,0.754924455652518,933.4999999999995
2010-09-21,0.7249528622002046,931.7499999999995
2010-09-22,0.7630003780735578,926.7499999999995
2010-09-23,0.741668383393374,917.4999999999995
2010-09-24,0.7545105230309431,940.2499999999995
2010-09-27,0.7516939256591098,934.7499999999995
2010-09-28,0.745510697980662,938.7499999999995
2010-09-29,0.8232858383741801,937.9999999999995
2010-09-30,0.7457004501700771,933.7499999999995
2010-10-01,0.7411682829872034,939.2499999999995
2010-10-04,0.7361562779978975,931.7499999999995
2010-10-05,0.7427818135929408,951.7499999999995
2010-10-06,0.7348571979773691,952.7499999999995
2010-10-07,0.7999163640383548,953.4999999999995
2010-10-08,0.8124420323321709,957.4999999999995
2010-10-11,0.7990588935139246,959.2499999999995
2010-10-12,0.7991927596484482,961.4999999999995
2010-10-13,0.8196275641770079,971.2499999999995
2010-10-14,0.8072079416016883,970.4999999999995
2010-10-15,0.816782467405334,971.9999999999995
2010-10-18,0.8059554957946754,975.2499999999995
2010-10-19,0.8049738247581103,960.7499999999995
2010-10-20,0.8245873976043946,971.7499999999995
2010-10-21,0.8338985170472939,972.7499999999995
2010-10-22,0.8276924234672083,977.7499999999995
2010-10-25,0.8215631738058251,979.7499999999995
2010-10-26,0.8216381240011869,979.7499999999995
2010-10-27,0.8185993519697196,975.7499999999995
2010-10-28,0.8176978848727948,976.2499999999995
2010-10-29,0.8172368340409745,976.7499999999995
2010-11-01,0.8154344374983724,979.9999999999995
2010-11-02,0.8143575990173293,989.7499999999995
2010-11-03,0.8084501634003044,994.2499999999995
2010-11-04,0.7696229586820699,1015.4999999999995
2010-11-05,0.7828984447217109,1018.9999999999995
2010-11-08,0.7878051861704806,1016.9999999999995
2010-11-09,0.7796807756338199,1007.9999999999995
2010-11-10,0.7498542893479622,1010.9999999999995
2010-11-11,0.8081410981879272,1007.9999999999995
2010-11-12,0.7846396189276007,992.4999999999995
2010-11-15,0.7794244636205656,992.7499999999995
2010-11-16,0.7811593375551021,971.7499999999995
2010-11-17,0.7916805975864404,974.4999999999995
2010-11-18,0.6461113928290932,994.7499999999995
2010-11-19,0.6599937352885422,995.2499999999995
2010-11-22,0.6611062817552699,994.9999999999995
2010-11-23,0.6467734231074637,975.2499999999995
2010-11-24,0.6645587997802743,993.4999999999995
2010-11-25,0.7965604104399127,993.4999999999995
2010-11-26,0.7937981362348591,980.2499999999995
2010-11-29,0.7731954337154218,983.4999999999995
2010-11-30,0.7801182364347844,976.4999999999995
2010-12-01,0.823941878260634,1001.4999999999995
2010-12-02,0.836446845278803,1019.7499999999995
2010-12-03,0.8243409385942476,1020.4999999999995
2010-12-06,0.8078722696605071,1018.9999999999995
2010-12-07,0.8083805689893574,1020.2499999999995
2010-12-08,0.8470910692655634,1025.7499999999995
2010-12-09,0.8867182794085147,1029.9999999999995
2010-12-10,0.905935070026702,1037.9999999999995
2010-12-13,0.9205289516847565,1038.2499999999995
2010-12-14,0.9220713926901315,1038.7499999999995
2010-12-15,0.8594394674291806,1033.9999999999995
2010-12-16,0.8165205205033916,1040.4999999999995
2010-12-17,0.8157068521202375,1040.4999999999995
2010-12-20,0.8143347839443601,1043.2499999999995
2010-12-21,0.8159380176252794,1052.7499999999995
2010-12-22,0.8088789670982764,1056.4999999999995
2010-12-23,0.8511664999056526,1054.9999999999995
2010-12-24,0.8511664999056526,1054.9999999999995
2010-12-27,0.8528784665783582,1055.2499999999995
2010-12-28,0.8585241075696782,1055.9999999999995
2010-12-29,0.8602325889939076,1057.7499999999995
2010-12-30,0.8280228841620378,1056.4999999999995
2010-12-31,0.829359894519094,1054.9999999999995
2011-01-03,0.84700553993274,1067.2499999999995
2011-01-04,0.8543891942317497,1067.2499999999995
2011-01-05,0.8485457185852626,1073.7499999999995
2011-01-06,0.859432571397947,1072.2499999999995
2011-01-07,0.8803803421188683,1069.4999999999995
2011-01-10,0.873269580628989,1067.4999999999995
2011-01-11,0.8646982673485795,1072.4999999999995
2011-01-12,0.8401618974600508,1085.4999999999995
2011-01-13,0.8220254328079506,1083.2499999999995
2011-01-14,0.7938771792765515,1091.4999999999995
2011-01-17,0.6619418993560331,1091.4999999999995
2011-01-18,0.6810096401508192,1096.7499999999995
2011-01-19,0.6637313189601042,1080.4999999999995
2011-01-20,0.6967574691820972,1078.2499999999995
2011-01-21,0.7074040389885532,1081.7499999999995
2011-01-24,0.66428704095828,1090.4999999999995
2011-01-25,0.7145842301651363,1089.4999999999995
2011-01-26,0.7132961982609693,1095.4999999999995
2011-01-27,0.6304694735585276,1097.7499999999995
2011-01-28,0.6199503076634943,1073.4999999999995
2011-01-31,0.6484657359325533,1084.4999999999995
2011-02-01,0.5706746528233027,1104.7499999999995
2011-02-02,0.4916805571255984,1101.9999999999995
2011-02-03,0.5339284211012152,1105.2499999999995
2011-02-04,0.5066213943472916,1109.2499999999995
2011-02-07,0.5254642183015664,1117.7499999999995
2011-02-08,0.5146248111350333,1123.7499999999995
2011-02-09,0.49607175050385033,1121.2499999999995
2011-02-10,0.5494069179922708,1120.7499999999995
2011-02-11,0.48705485833584855,1129.2499999999995
2011-02-14,0.4724578621407017,1129.7499999999995
2011-02-15,0.4858877836759513,1128.2499999999995
2011-02-16,0.5626649262645712,1134.9999999999995
2011-02-17,0.5056850777905698,1139.7499999999995
2011-02-18,0.6127768235442375,1144.4999999999995
2011-02-21,0.5927116437692488,1144.4999999999995
2011-02-22,0.545606501242394,1116.4999999999995
2011-02-23,0.5002692575330315,1107.4999999999995
2011-02-24,0.2895344225594222,1104.7499999999995
2011-02-25,0.2552167597371261,1120.7499999999995
2011-02-28,0.3962032927115623,1127.9999999999995
2011-03-01,0.3353534088622676,1102.9999999999995
2011-03-02,0.25469791964145644,1107.7499999999995
2011-03-03,0.2666722399113476,1131.7499999999995
2011-03-04,0.23868137245633214,1122.2499999999995
2011-03-07,0.25003704068609844,1110.9999999999995
2011-03-08,0.2491513697062552,1121.9999999999995
2011-03-09,0.27545821262916637,1117.4999999999995
2011-03-10,0.2934384527726614,1096.2499999999995
2011-03-11,0.286867190053412,1107.9999999999995
2011-03-14,0.24130079181233183,1097.4999999999995
2011-03-15,0.26828815279523927,1081.9999999999995
2011-03-16,0.37261631493160075,1060.7499999999995
2011-03-17,0.238282768718895,1075.4999999999995
2011-03-18,0.30067418766528087,1080.9999999999995
2011-03-21,0.20029708106962146,1099.7499999999995
2011-03-22,0.20893927988314515,1094.9999999999995
2011-03-23,0.2430792159000966,1098.7499999999995
2011-03-24,0.21913012071161617,1111.9999999999995
2011-03-25,0.30440232551979446,1116.7499999999995
2011-03-28,0.25013285589644585,1108.9999999999995
2011-03-29,0.24038560942303486,1123.2499999999995
2011-03-30,0.24958107804303903,1130.7499999999995
2011-03-31,0.4261433254394146,1127.7499999999995
2011-04-01,0.34500926109276087,1134.4999999999995
2011-04-04,0.3580660591893231,1135.9999999999995
2011-04-05,0.4467208322707535,1133.4999999999995
2011-04-06,0.5001245959431183,1135.7499999999995
2011-04-07,0.563052751431337,1135.2499999999995
2011-04-08,0.487338344204975,1130.4999999999995
2011-04-11,0.5550826431757205,1126.2499999999995
2011-04-12,0.6101825693071429,1114.9999999999995
2011-04-13,0.5519425185608361,1115.4999999999995
2011-04-14,0.4792359870491053,1116.9999999999995
2011-04-15,0.6115543495577231,1125.4999999999995
2011-04-18,0.571788873517501,1107.7499999999995
2011-04-19,0.43758286182673506,1115.2499999999995
2011-04-20,0.5235258360786751,1134.9999999999995
2011-04-21,0.38724080959123486,1137.7499999999995
2011-04-22,0.4148065941966504,1137.7499999999995
2011-04-25,0.36512433174391357,1137.4999999999995
2011-04-26,0.388920014723105,1147.7499999999995
2011-04-27,0.4144449960237755,1157.7499999999995
2011-04-28,0.46131686619050727,1161.7499999999995
2011-04-29,0.44868430727630876,1166.4999999999995
2011-05-02,0.48390205466089353,1164.4999999999995
2011-05-03,0.5895332748564617,1158.7499999999995
2011-05-04,0.5890037379659945,1149.7499999999995
2011-05-05,0.6154381883002189,1141.7499999999995
2011-05-06,0.6191118395375518,1141.2499999999995
2011-05-09,0.5838487719790668,1149.4999999999995
2011-05-10,0.5301067979993385,1160.4999999999995
2011-05-11,0.5446384562616646,1145.4999999999995
2011-05-12,0.5119565297295954,1154.2499999999995
2011-05-13,0.40837251660059365,1140.7499999999995
2011-05-16,0.4670829882370392,1132.2499999999995
2011-05-17,0.4571249620659895,1132.2499999999995
2011-05-18,0.31926652151748447,1145.2499999999995
2011-05-19,0.2795741667292507,1148.4999999999995
2011-05-20,0.3365814839485557,1134.4999999999995
2011-05-23,0.33598499070610954,1121.9999999999995
2011-05-24,0.25990354451283654,1120.2499999999995
2011-05-25,0.1881446771084465,1123.2499999999995
2011-05-26,0.1719424363142933,1133.2499999999995
2011-05-27,0.16576218382768387,1136.7499999999995
2011-05-30,0.15387370382566884,1136.7499999999995
2011-05-31,0.18024201398598352,1150.7499999999995
2011-06-01,0.11870984474223385,1118.7499999999995
2011-06-02,0.119881057286599,1119.2499999999995
2011-06-03,0.09379099544330019,1102.9999999999995
2011-06-06,0.09815841475834759,1091.7499999999995
2011-06-07,0.10405827909102247,1091.4999999999995
2011-06-08,0.0780434597979754,1083.7499999999995
2011-06-09,0.02692781812283377,1094.2499999999995
2011-06-10,0.11128270091177761,1075.9999999999995
2011-06-13,0.057243681327249676,1078.2499999999995
2011-06-14,0.030764126982293694,1096.7499999999995
2011-06-15,0.05925454830872341,1072.2499999999995
2011-06-16,0.14691925182969431,1075.7499999999995
2011-06-17,0.21383337784091067,1078.2499999999995
2011-06-20,0.14489607665375934,1085.9999999999995
2011-06-21,0.17470739486349043,1100.2499999999995
2011-06-22,0.17311510494658014,1091.9999999999995
2011-06-23,0.274375432251279,1089.2499999999995
2011-06-24,0.27499879336521654,1076.2499999999995
2011-06-27,0.2769265760233088,1088.4999999999995
2011-06-28,0.27073460961889595,1106.7499999999995
2011-06-29,0.2935367055648642,1116.4999999999995
2011-06-30,0.3652038118075097,1127.7499999999995
2011-07-01,0.25340125515993733,1146.9999999999995
2011-07-04,0.3385169668196265,1146.9999999999995
2011-07-05,0.3015707497663419,1148.9999999999995
2011-07-06,0.31301228305022744,1147.9999999999995
2011-07-07,0.3156848788725336,1163.9999999999995
2011-07-08,0.3207816129295794,1153.9999999999995
2011-07-11,0.39212295646078044,1130.7499999999995
2011-07-12,0.46040006353217056,1122.9999999999995
2011-07-13,0.3253870196954086,1124.4999999999995
2011-07-14,0.3191701820252108,1118.9999999999995
2011-07-15,0.45472286163692843,1127.2499999999995
2011-07-18,0.40742742736551324,1112.7499999999995
2011-07-19,0.4248936606188519,1133.4999999999995
2011-07-20,0.43289045356633693,1133.4999999999995
2011-07-21,0.4793670510905936,1154.7499999999995
2011-07-22,0.409802275163553,1153.2499999999995
2011-07-25,0.4308621609502322,1145.7499999999995
2011-07-26,0.41531112853568,1138.4999999999995
2011-07-27,0.5792818613284252,1111.2499999999995
2011-07-28,0.4603720894124422,1108.9999999999995
2011-07-29,0.44718740685291714,1100.7499999999995
2011-08-01,0.4702816913102475,1091.9999999999995
2011-08-02,0.4889081280755092,1059.4999999999995
2011-08-03,0.5124502983466536,1066.7499999999995
2011-08-04,0.4199990862756359,1010.9999999999995
2011-08-05,0.4031745950136173,1009.9999999999995
2011-08-08,0.3910306454949798,923.4999999999995
2011-08-09,0.3804577560501829,983.9999999999995
2011-08-10,0.36962446303161894,935.7499999999995
2011-08-11,0.41199040386656227,980.7499999999995
2011-08-12,0.32740721599379874,988.9999999999995
2011-08-15,0.32106116837491055,1010.7499999999995
2011-08-16,0.2806070117979019,1004.4999999999995
2011-08-17,0.20727786579519333,1002.2499999999995
2011-08-18,0.20914395360722549,955.7499999999995
2011-08-19,0.192867860872295,936.2499999999995
2011-08-22,0.19309158803913254,935.4999999999995
2011-08-23,0.19686807885463167,970.7499999999995
2011-08-24,0.14864097486768818,984.2499999999995
2011-08-25,0.14377173442303506,969.7499999999995
2011-08-26,0.15535322176431457,988.2499999999995
2011-08-29,0.16116917837082165,1020.2499999999995
2011-08-30,0.18773732913269564,1016.9999999999995
2011-08-31,0.24153318295760046,1029.9999999999995
2011-09-01,0.2142156015304562,1013.4999999999995
2011-09-02,0.23202556751897094,981.4999999999995
2011-09-05,0.2784655734349778,981.4999999999995
2011-09-06,0.32496746631336904,976.7499999999995
2011-09-07,0.33394015654660064,1011.2499999999995
2011-09-08,0.29957243362415686,997.9999999999995
2011-09-09,0.3373547553833094,970.2499999999995
2011-09-12,0.3269722363472826,975.4999999999995
2011-09-13,0.23926841098506474,983.7499999999995
2011-09-14,0.21553975465851657,1000.7499999999995
2011-09-15,0.26746464318322327,1022.7499999999995
2011-09-16,0.3687745856020926,1030.2499999999995
2011-09-19,0.3146172156079004,1016.2499999999995
2011-09-20,0.27991587069732404,1014.4999999999995
2011-09-21,0.3562940833243694,974.2499999999995
2011-09-22,0.3753011727636607,941.9999999999995
2011-09-23,0.24571671986488702,948.2499999999995
2011-09-26,0.30418517676615847,976.9999999999995
2011-09-27,0.3366656532507518,987.9999999999995
2011-09-28,0.24297702608040725,967.2499999999995
2011-09-29,0.32325550827818883,974.7499999999995
2011-09-30,0.28821244234438986,944.4999999999995
2011-10-03,0.3663451375947231,904.7499999999995
2011-10-04,0.371713623115068,931.9999999999995
2011-10-05,0.3321006649540209,953.4999999999995
2011-10-06,0.24852587890425556,975.9999999999995
2011-10-07,0.35424896609792605,973.4999999999995
2011-10-10,0.29980390397441437,1009.4999999999995
2011-10-11,0.2941629343531585,1007.9999999999995
2011-10-12,0.4407245757651248,1016.7499999999995
2011-10-13,0.39771779277335567,1016.4999999999995
2011-10-14,0.3817313983574035,1037.7499999999995
2011-10-17,0.3994747390478838,1012.4999999999995
2011-10-18,0.4351874231471081,1041.4999999999995
2011-10-19,0.4749832153668505,1024.9999999999995
2011-10-20,0.5210683978611956,1028.4999999999995
2011-10-21,0.5896497351036384,1053.7499999999995
2011-10-24,0.6002230791619685,1065.4999999999995
2011-10-25,0.6185235962694373,1042.9999999999995
2011-10-26,0.6353334178349573,1055.9999999999995
2011-10-27,0.7786372994538089,1100.9999999999995
2011-10-28,0.7763540134943676,1099.4999999999995
2011-10-31,0.7745980206401655,1067.7499999999995
2011-11-01,0.7533140459079446,1042.9999999999995
2011-11-02,0.7724088745685156,1052.7499999999995
2011-11-03,0.7718077635973477,1074.2499999999995
2011-11-04,0.6463262755259193,1069.4999999999995
2011-11-07,0.6808242838953208,1075.9999999999995
2011-11-08,0.6899295772814119,1091.7499999999995
2011-11-09,0.6910054919687556,1043.9999999999995
2011-11-10,0.589751376613602,1055.9999999999995
2011-11-11,0.5948571435643623,1079.9999999999995
2011-11-14,0.5675296707932798,1070.9999999999995
2011-11-15,0.5747973666751547,1072.4999999999995
2011-11-16,0.6612318537001762,1049.4999999999995
2011-11-17,0.639703152393923,1033.2499999999995
2011-11-18,0.6524957544012052,1032.4999999999995
2011-11-21,0.6153074610703224,1009.2499999999995
2011-11-22,0.5057936033367404,1001.2499999999995
2011-11-23,0.49648676064958863,978.4999999999995
2011-11-24,0.46068866553188326,978.4999999999995
2011-11-25,0.42043817588791904,971.9999999999995
2011-11-28,0.5042496105392049,1009.4999999999995
2011-11-29,0.4241344069309605,1014.9999999999995
2011-11-30,0.47182566624367706,1064.4999999999995
2011-12-01,0.398860178936962,1061.9999999999995
2011-12-02,0.43248282385115966,1061.9999999999995
2011-12-05,0.5059624741122157,1073.4999999999995
2011-12-06,0.5225408609303643,1073.4999999999995
2011-12-07,0.5652136683956515,1082.4999999999995
2011-12-08,0.6727063064482472,1054.4999999999995
2011-12-09,0.7278475285629654,1077.2499999999995
2011-12-12,0.6621667632283845,1053.7499999999995
2011-12-13,0.7478032901231749,1044.7499999999995
2011-12-14,0.6038299534647169,1030.9999999999995
2011-12-15,0.6506118595019317,1036.4999999999995
2011-12-16,0.6804823545059023,1035.7499999999995
2011-12-19,0.5909952254123872,1023.7499999999995
2011-12-20,0.6998654733056654,1060.7499999999995
2011-12-21,0.6210100033277965,1060.9999999999995
2011-12-22,0.575845311604254,1073.7499999999995
2011-12-23,0.5712544029109348,1084.9999999999995
2011-12-26,0.5503444614654278,1084.9999999999995
2011-12-27,0.5401427256641793,1084.9999999999995
2011-12-28,0.554085295688142,1069.2499999999995
2011-12-29,0.5794218104083385,1082.2499999999995
2011-12-30,0.5743526513766474,1077.2499999999995
2012-01-02,0.616571436189887,1077.2499999999995
2012-01-03,0.6337961169844017,1096.7499999999995
2012-01-04,0.5953723186540978,1097.7499999999995
2012-01-05,0.7353643488817676,1097.7499999999995
2012-01-06,0.7784528632253809,1098.9999999999995
2012-01-09,0.8187176096927009,1100.2499999999995
2012-01-10,0.8539274535553831,1110.7499999999995
2012-01-11,0.8093582652771809,1112.9999999999995
2012-01-12,0.8510273385387036,1116.4999999999995
2012-01-13,0.8633896732301078,1113.7499999999995
2012-01-16,0.8625883309120841,1113.7499999999995
2012-01-17,0.787309696717408,1113.9999999999995
2012-01-18,0.8410470800812984,1126.9999999999995
2012-01-19,0.7966059529949845,1135.2499999999995
2012-01-20,0.8652787639285997,1135.4999999999995
2012-01-23,0.8241561940834881,1135.7499999999995
2012-01-24,0.7893135462792421,1136.2499999999995
2012-01-25,0.8689868834950911,1144.9999999999995
2012-01-26,0.8717022445416426,1139.9999999999995
2012-01-27,0.8377028298828311,1137.2499999999995
2012-01-30,0.8158991375171615,1133.7499999999995
2012-01-31,0.8910266878538199,1132.9999999999995
2012-02-01,0.8319740892702573,1144.4999999999995
2012-02-02,0.7718854611617058,1147.4999999999995
2012-02-03,0.7586315708644182,1163.7499999999995
2012-02-06,0.7757929235929263,1163.7499999999995
2012-02-07,0.7617856923155347,1169.4999999999995
2012-02-08,0.7353280796955987,1171.7499999999995
2012-02-09,0.7533824290903178,1172.9999999999995
2012-02-10,0.7451829795421404,1165.2499999999995
2012-02-13,0.7503777692654359,1173.7499999999995
2012-02-14,0.7310456721338172,1172.4999999999995
2012-02-15,0.8160258006179891,1166.9999999999995
2012-02-16,0.8194556572081234,1179.4999999999995
2012-02-17,0.8294878951730761,1184.4999999999995
2012-02-20,0.8408500553000913,1184.4999999999995
2012-02-21,0.801364241271704,1184.7499999999995
2012-02-22,0.7401482031613315,1180.7499999999995
2012-02-23,0.7341073041414807,1187.7499999999995
2012-02-24,0.6920409404863952,1187.9999999999995
2012-02-27,0.7871234992996755,1191.9999999999995
2012-02-28,0.7769710708775968,1196.2499999999995
2012-02-29,0.8195694558907387,1189.2499999999995
2012-03-01,0.7638466076109749,1199.2499999999995
2012-03-02,0.6660413520589885,1193.4999999999995
2012-03-05,0.7034488677763844,1189.2499999999995
2012-03-06,0.7882604558273882,1166.7499999999995
2012-03-07,0.7288294780518869,1177.4999999999995
2012-03-08,0.6695944307361777,1191.2499999999995
2012-03-09,0.7124966846776927,1197.2499999999995
2012-03-12,0.6292832260041799,1197.2499999999995
